,text,state,probability,biased words,suggestion
167,"Numerous posts claim the virus has been patented � and some even suggest, incorrectly, that the virus was made in a lab and a vaccine already exists.",Non-biased,0.5694431066513062,,
168,"With just over a year left in President Donald Trump's first term, another late-breaking news item barely made waves: The Interior Department � which manages the majority of the federal government's public lands � deleted ""sexual orientation"" from its anti-discrimination guidelines. ",Non-biased,0.8051512241363525,,
169,"The New York Times recently published a fairly detailed fact-check of these Trump World arguments that democrats don�t mind executing babies after birth, and not surprisingly, the rhetoric is irresponsibly wrong.",Biased,0.9892545342445374,executing babies,"The New York Times recently published a fairly detailed fact-check of these Trump World arguments that democrats don�t mind birth after birth, and not surprisingly, the rhetoric is irresponsibly wrong.

The New York Times recently published a fairly detailed fact-check of these Trump World arguments that democrats don�t mind babies after birth, and not surprisingly, the rhetoric is irresponsibly wrong.

The New York Times recently published a fairly detailed fact-check of these Trump World arguments that democrats don�t mind born after birth, and not surprisingly, the rhetoric is irresponsibly wrong."
170,"But rather than appreciate the fact that Asian-American women are considered highly attractive, Lim sees only a sneaking racial bias, a reflection of our upside-down cultural world where victimhood and oppression carry more social currency than even beauty and success.",Biased,0.9888187050819397,,
171,"The retail holiday, Black Friday, saw protests in a long list of countries -- including France, Germany, the United States -- with some activists entering stores and others holding mock funerals.",Non-biased,0.9429307579994202,mock,
172,"In fact, Clinton�s plan is so inept in its ability to understand how college funding even operates, and so atrociously far from providing any adequate solutions to a complex problem, that it sounds like she was channeling the Simpsons.",Biased,0.9902390241622925,"inept, atrociously","In fact, Clinton�s plan is so limited in its ability to understand how college funding even operates, and so far far from providing any adequate solutions to a complex problem, that it sounds like she was channeling the Simpsons.

In fact, Clinton�s plan is so limited in its ability to understand how college funding even operates, and so is far from providing any adequate solutions to a complex problem, that it sounds like she was channeling the Simpsons.

In fact, Clinton�s plan is so limited in its ability to understand how college funding even operates, and so so far from providing any adequate solutions to a complex problem, that it sounds like she was channeling the Simpsons."
173,"Pelosi�s coronavirus plan uses the pandemic to cram provisions of the House Democrats� H.R. 1 legislation into federal law. That legislation went even further in its efforts to create loopholes for voter fraud, allowing convicted felons to vote in federal elections.",Biased,0.8222878575325012,"cram, loopholes","Pelosi�s coronavirus plan uses the pandemic to put provisions of the House Democrats� H.R. 1 legislation into federal law. That legislation went even further in its efforts to create protection for voter fraud, allowing convicted felons to vote in federal elections.

Pelosi�s coronavirus plan uses the pandemic to turn provisions of the House Democrats� H.R. 1 legislation into federal law. That legislation went even further in its efforts to create compensation for voter fraud, allowing convicted felons to vote in federal elections.

Pelosi�s coronavirus plan uses the pandemic to convert provisions of the House Democrats� H.R. 1 legislation into federal law. That legislation went even further in its efforts to create compensation for voter fraud, allowing convicted felons to vote in federal elections."
174,Trump has publicly taken aim at Germany � even threatening last year to impose tariffs on foreign cars sold in the U.S. � over trade deficits.,Biased,0.9401479363441467,,
175,"Democrats and Republicans stood and applauded after Illinois Rep. Rodney Davis, the top Republican on the House Administration Committee, saluted Haaland for making history as the first Native American woman to preside over the chamber.",Biased,0.9111570715904236,saluted,"Democrats and Republicans stood and applauded after Illinois Rep. Rodney Davis, the top Republican on the House Administration Committee, thanked Haaland for making history as the first Native American woman to preside over the chamber.

Democrats and Republicans stood and applauded after Illinois Rep. Rodney Davis, the top Republican on the House Administration Committee, credited Haaland for making history as the first Native American woman to preside over the chamber.

Democrats and Republicans stood and applauded after Illinois Rep. Rodney Davis, the top Republican on the House Administration Committee, commended Haaland for making history as the first Native American woman to preside over the chamber."
176,"Haqqani claimed the Taliban are just looking for a round of free and fair elections, laughably pretending the murderous Islamist extremists would cheerfully accept losing and head back to their caves in peace if the Afghan people reject them.",Biased,0.9951637387275696,"laughably, murderous","Haqqani claimed the Taliban are just looking for a round of free and fair elections, instead pretending the sunni Islamist extremists would cheerfully accept losing and head back to their caves in peace if the Afghan people reject them.

Haqqani claimed the Taliban are just looking for a round of free and fair elections, and pretending the sunni Islamist extremists would cheerfully accept losing and head back to their caves in peace if the Afghan people reject them.

Haqqani claimed the Taliban are just looking for a round of free and fair elections, "" pretending the afghan Islamist extremists would cheerfully accept losing and head back to their caves in peace if the Afghan people reject them."
177,"Using the International Holocaust Remembrance Alliance's definition of anti-Semitism, Canada�s vote for creation of a Palestinian state does not delegitimize Israel, any more than Canadian criticism of any other state delegitimizes it.",Non-biased,0.8421408534049988,delegitimize,
